Movie_Title,Genre,Year,Budget_Million,Box_Office_Million,IMDb_Rating,Director,Main_Actor,Runtime_Minutes
Movie 3144,Comedy,1983,29,866,8.8,Wes Anderson,Natalie Portman,114
Movie 3145,Sci-Fi,1983,267,559,5.2,Wes Anderson,Brad Pitt,111
Movie 3146,Drama,1992,224,196,8.1,Denis Villeneuve,Natalie Portman,139
Movie 3147,Drama,1987,246,350,6.0,Quentin Tarantino,Robert Downey Jr.,107
Movie 3148,Horror,1990,165,603,7.9,Steven Spielberg,Brad Pitt,116
Movie 3149,Action,2010,6,782,5.4,Christopher Nolan,Robert Downey Jr.,103
Movie 3150,Sci-Fi,2019,199,158,8.3,James Cameron,Scarlett Johansson,89
Movie 3151,Horror,2023,151,996,7.6,Jordan Peele,Denzel Washington,86
Movie 3152,Action,1980,164,265,4.3,Greta Gerwig,Leonardo DiCaprio,175
Movie 3153,Documentary,2015,248,865,5.9,James Cameron,Christian Bale,82
Movie 3154,Sci-Fi,2022,163,34,5.1,Steven Spielberg,Robert Downey Jr.,112
Movie 3155,Romance,1996,221,215,8.8,James Cameron,Scarlett Johansson,153
Movie 3156,Drama,1981,17,256,8.1,Sofia Coppola,Leonardo DiCaprio,150
Movie 3157,Sci-Fi,2008,64,347,5.5,Christopher Nolan,Emma Stone,85
Movie 3158,Action,2001,27,410,4.5,Jordan Peele,Tom Hanks,135
Movie 3159,Documentary,1981,122,128,9.1,Quentin Tarantino,Meryl Streep,126
Movie 3160,Horror,1992,77,822,9.2,Steven Spielberg,Christian Bale,166
Movie 3161,Documentary,1990,14,218,7.9,Wes Anderson,Natalie Portman,121
Movie 3162,Horror,2011,265,760,8.1,Quentin Tarantino,Scarlett Johansson,114
Movie 3163,Comedy,2014,233,987,5.9,Steven Spielberg,Meryl Streep,91
Movie 3164,Comedy,1997,145,418,5.5,Denis Villeneuve,Denzel Washington,124
Movie 3165,Documentary,2012,178,826,8.4,Martin Scorsese,Meryl Streep,143
Movie 3166,Animation,1994,288,100,4.5,Sofia Coppola,Brad Pitt,83
Movie 3167,Action,2015,195,447,5.7,Quentin Tarantino,Meryl Streep,118
Movie 3168,Sci-Fi,1998,59,820,5.0,James Cameron,Christian Bale,115
Movie 3169,Documentary,2019,99,411,6.9,Martin Scorsese,Meryl Streep,99
Movie 3170,Sci-Fi,2020,37,704,5.2,Wes Anderson,Meryl Streep,144
Movie 3171,Romance,1980,55,888,4.0,Jordan Peele,Emma Stone,122
Movie 3172,Horror,2005,156,207,8.2,Quentin Tarantino,Brad Pitt,155
Movie 3173,Romance,2015,215,290,5.5,Martin Scorsese,Robert Downey Jr.,154
Movie 3174,Sci-Fi,1988,152,827,7.5,Christopher Nolan,Natalie Portman,124
Movie 3175,Thriller,2006,180,529,4.8,Wes Anderson,Meryl Streep,130
Movie 3176,Thriller,2017,183,627,7.2,Christopher Nolan,Natalie Portman,158
Movie 3177,Horror,2008,47,16,6.8,Jordan Peele,Denzel Washington,153
Movie 3178,Romance,1988,54,719,8.3,Quentin Tarantino,Christian Bale,129
Movie 3179,Action,1980,214,895,5.6,Christopher Nolan,Tom Hanks,169
Movie 3180,Animation,2011,75,620,6.3,Steven Spielberg,Tom Hanks,85
Movie 3181,Comedy,2017,69,571,4.1,Jordan Peele,Brad Pitt,176
Movie 3182,Romance,1998,137,336,3.7,Jordan Peele,Scarlett Johansson,87
Movie 3183,Sci-Fi,1984,122,840,8.5,Martin Scorsese,Robert Downey Jr.,143
Movie 3184,Documentary,1981,20,392,9.4,Denis Villeneuve,Denzel Washington,117
Movie 3185,Comedy,2009,289,538,5.8,Denis Villeneuve,Emma Stone,83
Movie 3186,Action,1994,291,878,5.5,Quentin Tarantino,Brad Pitt,139
Movie 3187,Documentary,1993,257,271,7.7,Denis Villeneuve,Brad Pitt,94
Movie 3188,Documentary,2007,198,694,4.4,Christopher Nolan,Natalie Portman,147
Movie 3189,Romance,1991,151,787,6.2,Sofia Coppola,Christian Bale,140
Movie 3190,Documentary,1992,213,52,6.4,Steven Spielberg,Tom Hanks,97
Movie 3191,Documentary,1996,41,932,3.5,Denis Villeneuve,Denzel Washington,149
Movie 3192,Romance,2012,269,444,5.0,Wes Anderson,Robert Downey Jr.,111
Movie 3193,Romance,1984,117,196,8.3,Steven Spielberg,Tom Hanks,152
Movie 3194,Comedy,1984,261,388,3.9,Sofia Coppola,Leonardo DiCaprio,110
Movie 3195,Horror,2001,39,473,5.1,Jordan Peele,Emma Stone,140
Movie 3196,Documentary,2018,102,617,8.8,Martin Scorsese,Denzel Washington,150
Movie 3197,Action,2023,85,211,5.6,Martin Scorsese,Tom Hanks,160
Movie 3198,Sci-Fi,2003,118,459,7.5,Martin Scorsese,Tom Hanks,94
Movie 3199,Drama,2018,85,772,5.1,Sofia Coppola,Denzel Washington,150
Movie 3200,Drama,1991,129,226,5.8,Christopher Nolan,Tom Hanks,75
Movie 3201,Sci-Fi,2023,264,549,6.9,Christopher Nolan,Leonardo DiCaprio,75
Movie 3202,Drama,2019,255,840,6.0,Denis Villeneuve,Emma Stone,174
Movie 3203,Sci-Fi,1986,42,173,5.4,Greta Gerwig,Brad Pitt,126
Movie 3204,Drama,1998,139,667,7.1,Sofia Coppola,Emma Stone,106
Movie 3205,Sci-Fi,2007,178,467,6.4,Martin Scorsese,Denzel Washington,124
Movie 3206,Documentary,1987,182,246,3.7,Jordan Peele,Scarlett Johansson,89
Movie 3207,Romance,1997,30,337,3.9,Greta Gerwig,Denzel Washington,103
Movie 3208,Documentary,2017,290,210,9.5,Christopher Nolan,Christian Bale,144
Movie 3209,Horror,2003,263,222,8.0,Wes Anderson,Tom Hanks,145
Movie 3210,Horror,1999,272,303,6.2,Martin Scorsese,Tom Hanks,133
Movie 3211,Thriller,1988,225,823,8.9,Jordan Peele,Leonardo DiCaprio,159
Movie 3212,Thriller,2010,104,327,5.5,Jordan Peele,Tom Hanks,150
Movie 3213,Documentary,1994,165,305,3.6,Greta Gerwig,Christian Bale,91
Movie 3214,Horror,2016,44,615,4.2,Quentin Tarantino,Scarlett Johansson,131
Movie 3215,Sci-Fi,2007,263,58,5.9,Martin Scorsese,Denzel Washington,133
Movie 3216,Action,1992,272,966,8.6,Steven Spielberg,Denzel Washington,120
Movie 3217,Action,1992,145,338,3.9,Wes Anderson,Brad Pitt,150
Movie 3218,Documentary,2008,259,457,5.8,James Cameron,Denzel Washington,148
Movie 3219,Action,2002,19,560,7.2,Martin Scorsese,Denzel Washington,123
Movie 3220,Romance,1993,147,838,6.5,Sofia Coppola,Meryl Streep,97
Movie 3221,Sci-Fi,1994,8,765,6.1,Sofia Coppola,Scarlett Johansson,165
Movie 3222,Thriller,2004,284,444,4.9,Steven Spielberg,Meryl Streep,118
Movie 3223,Action,2019,228,57,3.5,James Cameron,Scarlett Johansson,154
Movie 3224,Horror,1981,90,175,8.9,Greta Gerwig,Robert Downey Jr.,94
Movie 3225,Comedy,2017,159,211,6.9,Jordan Peele,Emma Stone,75
Movie 3226,Drama,2019,50,384,9.1,Steven Spielberg,Christian Bale,130
Movie 3227,Drama,1992,182,146,3.6,Wes Anderson,Brad Pitt,124
Movie 3228,Animation,2016,239,333,6.9,Wes Anderson,Natalie Portman,104
Movie 3229,Sci-Fi,2022,68,772,6.6,Steven Spielberg,Christian Bale,80
Movie 3230,Sci-Fi,2012,205,715,6.0,Steven Spielberg,Brad Pitt,160
Movie 3231,Documentary,2007,192,540,8.4,Wes Anderson,Scarlett Johansson,160
Movie 3232,Drama,2009,107,352,7.8,Quentin Tarantino,Robert Downey Jr.,78
Movie 3233,Drama,1987,266,693,9.4,Quentin Tarantino,Tom Hanks,102
Movie 3234,Documentary,2014,193,993,8.5,Christopher Nolan,Brad Pitt,112
Movie 3235,Romance,2019,12,287,4.0,Sofia Coppola,Meryl Streep,84
Movie 3236,Drama,2022,173,806,7.3,Martin Scorsese,Meryl Streep,129
Movie 3237,Animation,2023,259,806,4.3,Denis Villeneuve,Natalie Portman,147
Movie 3238,Animation,2008,235,956,7.7,Christopher Nolan,Brad Pitt,102
Movie 3239,Sci-Fi,2012,139,47,8.8,Sofia Coppola,Tom Hanks,139
Movie 3240,Action,2018,43,323,4.3,Wes Anderson,Meryl Streep,160
Movie 3241,Drama,1984,190,11,4.2,Steven Spielberg,Christian Bale,75
Movie 3242,Action,1993,42,516,7.4,Sofia Coppola,Brad Pitt,109
Movie 3243,Romance,2007,16,93,3.9,Steven Spielberg,Christian Bale,175
Movie 3244,Action,2013,245,86,8.1,Wes Anderson,Denzel Washington,166
Movie 3245,Drama,2022,213,251,5.9,Steven Spielberg,Denzel Washington,135
Movie 3246,Sci-Fi,1988,244,932,9.0,Wes Anderson,Denzel Washington,119
Movie 3247,Thriller,2008,142,345,6.1,James Cameron,Leonardo DiCaprio,101
Movie 3248,Comedy,2017,254,275,5.9,Jordan Peele,Tom Hanks,137
Movie 3249,Horror,1982,44,64,8.6,Denis Villeneuve,Meryl Streep,113
Movie 3250,Animation,2015,166,370,8.8,Jordan Peele,Natalie Portman,131
Movie 3251,Animation,2001,98,907,5.6,Martin Scorsese,Leonardo DiCaprio,125
Movie 3252,Horror,2003,127,181,4.2,Martin Scorsese,Robert Downey Jr.,134
Movie 3253,Sci-Fi,1998,8,242,6.3,Denis Villeneuve,Emma Stone,172
Movie 3254,Horror,2021,80,330,3.5,Sofia Coppola,Meryl Streep,174
Movie 3255,Action,2003,29,13,9.3,Jordan Peele,Brad Pitt,153
Movie 3256,Thriller,2011,37,904,9.3,Sofia Coppola,Natalie Portman,145
Movie 3257,Thriller,2007,48,354,5.9,Sofia Coppola,Denzel Washington,165
Movie 3258,Comedy,1987,69,669,5.6,Wes Anderson,Brad Pitt,116
Movie 3259,Comedy,1981,84,996,8.2,Greta Gerwig,Robert Downey Jr.,177
Movie 3260,Animation,2000,209,410,7.2,Wes Anderson,Leonardo DiCaprio,76
Movie 3261,Animation,1999,74,633,7.7,Steven Spielberg,Scarlett Johansson,97
Movie 3262,Action,1996,200,888,8.2,Greta Gerwig,Leonardo DiCaprio,78
Movie 3263,Thriller,1986,70,385,6.0,James Cameron,Denzel Washington,134
Movie 3264,Animation,2008,43,350,6.0,Steven Spielberg,Christian Bale,86
Movie 3265,Comedy,1984,228,434,8.2,James Cameron,Natalie Portman,134
Movie 3266,Drama,1989,282,989,7.8,Greta Gerwig,Denzel Washington,160
Movie 3267,Horror,2014,220,931,3.7,Sofia Coppola,Emma Stone,129
Movie 3268,Animation,2016,130,341,5.8,Denis Villeneuve,Robert Downey Jr.,155
Movie 3269,Comedy,1981,140,478,7.0,Greta Gerwig,Emma Stone,148
Movie 3270,Action,1993,236,708,8.2,Steven Spielberg,Natalie Portman,174
Movie 3271,Horror,1987,295,427,6.4,Christopher Nolan,Denzel Washington,117
Movie 3272,Sci-Fi,2008,190,282,6.8,Quentin Tarantino,Tom Hanks,167
Movie 3273,Thriller,1980,55,206,5.9,Greta Gerwig,Christian Bale,108
Movie 3274,Documentary,2002,4,735,5.8,Denis Villeneuve,Natalie Portman,101
Movie 3275,Horror,1986,39,92,5.1,Wes Anderson,Brad Pitt,134
Movie 3276,Sci-Fi,1991,56,620,8.6,Sofia Coppola,Meryl Streep,116
Movie 3277,Horror,2021,112,164,4.2,Denis Villeneuve,Christian Bale,179
Movie 3278,Action,1989,211,216,5.1,Greta Gerwig,Denzel Washington,131
Movie 3279,Horror,1986,212,337,8.3,James Cameron,Brad Pitt,110
Movie 3280,Animation,2008,294,678,6.5,Quentin Tarantino,Scarlett Johansson,133
Movie 3281,Sci-Fi,1999,37,311,3.8,Jordan Peele,Brad Pitt,159
Movie 3282,Horror,1997,217,980,9.0,Sofia Coppola,Tom Hanks,179
Movie 3283,Action,2014,20,562,7.3,Wes Anderson,Tom Hanks,158
Movie 3284,Animation,2019,257,798,6.0,Wes Anderson,Tom Hanks,154
Movie 3285,Action,1983,19,481,7.5,Wes Anderson,Robert Downey Jr.,165
Movie 3286,Animation,2023,55,195,9.1,Greta Gerwig,Robert Downey Jr.,127
Movie 3287,Romance,2014,47,677,8.0,Martin Scorsese,Natalie Portman,109
Movie 3288,Romance,2001,4,186,5.7,Denis Villeneuve,Robert Downey Jr.,102
Movie 3289,Drama,1997,122,137,3.5,Greta Gerwig,Tom Hanks,95
Movie 3290,Action,2006,113,853,9.3,Martin Scorsese,Scarlett Johansson,167
Movie 3291,Drama,2003,224,81,5.2,Steven Spielberg,Meryl Streep,147
Movie 3292,Comedy,2019,158,638,6.1,James Cameron,Tom Hanks,101
Movie 3293,Thriller,2011,266,453,4.3,Sofia Coppola,Christian Bale,125
Movie 3294,Drama,1989,71,201,4.7,Quentin Tarantino,Natalie Portman,110
Movie 3295,Horror,1998,4,397,7.4,Greta Gerwig,Christian Bale,139
Movie 3296,Action,2002,191,13,6.7,Greta Gerwig,Emma Stone,102
Movie 3297,Sci-Fi,1988,246,494,6.0,Martin Scorsese,Tom Hanks,93
Movie 3298,Animation,2021,184,200,4.9,Quentin Tarantino,Christian Bale,122
Movie 3299,Thriller,2004,238,182,8.8,James Cameron,Brad Pitt,95
Movie 3300,Thriller,1994,230,450,6.3,Denis Villeneuve,Natalie Portman,107
Movie 3301,Thriller,1992,231,674,5.3,Christopher Nolan,Natalie Portman,160
Movie 3302,Horror,1980,260,628,9.0,Steven Spielberg,Emma Stone,153
Movie 3303,Horror,1984,167,725,8.6,Christopher Nolan,Christian Bale,86
Movie 3304,Romance,2001,268,851,8.5,Sofia Coppola,Emma Stone,120
Movie 3305,Action,2014,8,978,4.7,James Cameron,Meryl Streep,152
Movie 3306,Comedy,1998,263,599,6.4,James Cameron,Robert Downey Jr.,91
Movie 3307,Comedy,1994,21,665,6.5,Denis Villeneuve,Tom Hanks,113
Movie 3308,Documentary,1981,134,959,7.3,Greta Gerwig,Brad Pitt,167
Movie 3309,Thriller,2007,291,650,5.2,James Cameron,Natalie Portman,151
Movie 3310,Sci-Fi,2001,116,268,4.7,Sofia Coppola,Leonardo DiCaprio,121
Movie 3311,Sci-Fi,1993,258,679,8.0,Denis Villeneuve,Meryl Streep,137
Movie 3312,Drama,2023,255,384,3.8,Greta Gerwig,Tom Hanks,97
Movie 3313,Sci-Fi,1987,226,939,5.7,Jordan Peele,Brad Pitt,95
Movie 3314,Thriller,2022,127,130,8.8,Martin Scorsese,Natalie Portman,177
Movie 3315,Documentary,2016,117,198,6.5,Sofia Coppola,Natalie Portman,106
Movie 3316,Comedy,1993,16,889,4.1,Steven Spielberg,Denzel Washington,126
Movie 3317,Comedy,1984,20,446,8.3,Wes Anderson,Robert Downey Jr.,119
Movie 3318,Thriller,1993,93,682,5.6,Martin Scorsese,Brad Pitt,85
Movie 3319,Drama,2022,152,528,5.1,Greta Gerwig,Denzel Washington,92
Movie 3320,Comedy,1988,173,886,8.8,Christopher Nolan,Emma Stone,89
Movie 3321,Action,2001,146,138,8.9,Christopher Nolan,Leonardo DiCaprio,129
Movie 3322,Animation,1987,219,743,8.6,Denis Villeneuve,Scarlett Johansson,87
Movie 3323,Sci-Fi,2019,238,72,5.2,Martin Scorsese,Emma Stone,105
Movie 3324,Thriller,2005,218,703,9.2,Sofia Coppola,Meryl Streep,179
Movie 3325,Comedy,1990,295,9,5.9,Sofia Coppola,Denzel Washington,144
Movie 3326,Romance,1999,104,909,3.6,Sofia Coppola,Emma Stone,83
Movie 3327,Drama,1980,129,574,6.6,Jordan Peele,Leonardo DiCaprio,140
Movie 3328,Documentary,1986,86,515,7.6,James Cameron,Leonardo DiCaprio,131
Movie 3329,Documentary,2014,41,970,6.4,Steven Spielberg,Scarlett Johansson,134
Movie 3330,Horror,1987,166,762,7.7,James Cameron,Scarlett Johansson,174
Movie 3331,Animation,1996,240,439,9.1,Christopher Nolan,Robert Downey Jr.,131
Movie 3332,Documentary,1995,178,57,5.3,Martin Scorsese,Denzel Washington,125
Movie 3333,Romance,1993,93,943,9.2,Jordan Peele,Tom Hanks,147
Movie 3334,Drama,1988,168,650,6.0,Martin Scorsese,Emma Stone,127
Movie 3335,Drama,1989,112,609,9.2,Quentin Tarantino,Scarlett Johansson,158
Movie 3336,Documentary,2023,228,470,5.0,Jordan Peele,Emma Stone,143
Movie 3337,Thriller,2023,34,756,4.1,Greta Gerwig,Scarlett Johansson,86
Movie 3338,Comedy,1985,9,280,4.0,James Cameron,Tom Hanks,132
Movie 3339,Comedy,1987,285,989,7.9,James Cameron,Robert Downey Jr.,98
Movie 3340,Animation,1981,263,413,7.8,Quentin Tarantino,Natalie Portman,167
Movie 3341,Sci-Fi,2020,69,253,9.4,James Cameron,Brad Pitt,96
Movie 3342,Sci-Fi,2001,209,685,4.3,Denis Villeneuve,Emma Stone,166
Movie 3343,Horror,1981,95,838,5.5,Wes Anderson,Emma Stone,147
Movie 3344,Horror,1982,250,781,4.8,Greta Gerwig,Emma Stone,137
Movie 3345,Horror,1983,297,247,3.6,Jordan Peele,Robert Downey Jr.,146
Movie 3346,Documentary,2022,203,339,5.6,Sofia Coppola,Brad Pitt,110
Movie 3347,Romance,1980,148,742,6.8,Quentin Tarantino,Denzel Washington,85
Movie 3348,Horror,2017,176,319,8.8,James Cameron,Robert Downey Jr.,126
Movie 3349,Horror,1995,119,90,6.9,Martin Scorsese,Christian Bale,140
Movie 3350,Action,1996,58,272,5.0,Wes Anderson,Brad Pitt,147
Movie 3351,Thriller,2004,196,250,7.1,Wes Anderson,Tom Hanks,104
Movie 3352,Documentary,2007,22,676,3.8,Christopher Nolan,Tom Hanks,169
Movie 3353,Romance,2015,255,993,5.0,Jordan Peele,Natalie Portman,141
Movie 3354,Romance,2017,62,512,6.4,Sofia Coppola,Christian Bale,123
Movie 3355,Romance,2009,18,967,7.9,Wes Anderson,Emma Stone,145
Movie 3356,Horror,1997,101,824,5.7,Wes Anderson,Tom Hanks,107
Movie 3357,Documentary,2012,178,881,6.0,Martin Scorsese,Natalie Portman,79
Movie 3358,Comedy,1993,174,734,8.1,James Cameron,Brad Pitt,143
Movie 3359,Drama,1991,198,36,7.8,Christopher Nolan,Emma Stone,93
Movie 3360,Sci-Fi,1998,178,556,5.2,Sofia Coppola,Emma Stone,165
Movie 3361,Animation,2015,215,158,9.0,Wes Anderson,Meryl Streep,115
Movie 3362,Comedy,1989,102,370,5.9,Wes Anderson,Natalie Portman,127
Movie 3363,Drama,1997,164,980,4.4,Denis Villeneuve,Scarlett Johansson,113
Movie 3364,Documentary,2015,155,894,5.5,Christopher Nolan,Meryl Streep,175
Movie 3365,Drama,2022,197,480,7.4,Greta Gerwig,Christian Bale,93
Movie 3366,Thriller,1996,141,95,5.1,Wes Anderson,Natalie Portman,116
Movie 3367,Horror,1988,224,22,8.2,Christopher Nolan,Brad Pitt,148
Movie 3368,Romance,1987,219,458,6.2,Jordan Peele,Brad Pitt,130
Movie 3369,Drama,1989,105,82,5.4,Greta Gerwig,Natalie Portman,147
Movie 3370,Horror,1990,112,176,3.8,James Cameron,Scarlett Johansson,160
Movie 3371,Sci-Fi,2003,166,62,6.7,Sofia Coppola,Meryl Streep,140
Movie 3372,Sci-Fi,2013,48,410,4.0,Jordan Peele,Emma Stone,77
Movie 3373,Horror,2003,40,105,6.3,Wes Anderson,Robert Downey Jr.,109
Movie 3374,Animation,2009,45,300,6.9,Steven Spielberg,Robert Downey Jr.,176
Movie 3375,Drama,1992,16,909,6.7,James Cameron,Emma Stone,173
Movie 3376,Comedy,1983,105,817,5.7,Sofia Coppola,Tom Hanks,76
Movie 3377,Action,2022,168,399,4.2,James Cameron,Denzel Washington,129
Movie 3378,Drama,2004,299,612,5.4,Sofia Coppola,Christian Bale,99
Movie 3379,Thriller,2004,167,651,8.2,James Cameron,Brad Pitt,99
Movie 3380,Animation,1983,110,633,4.3,Steven Spielberg,Christian Bale,145
Movie 3381,Drama,2017,144,119,4.1,Steven Spielberg,Meryl Streep,103
Movie 3382,Comedy,1998,274,243,8.5,Steven Spielberg,Denzel Washington,101
Movie 3383,Documentary,1984,263,915,6.0,Greta Gerwig,Natalie Portman,152
Movie 3384,Drama,1990,139,983,8.5,James Cameron,Scarlett Johansson,121
Movie 3385,Animation,1983,229,422,6.7,Sofia Coppola,Brad Pitt,121
Movie 3386,Documentary,2011,181,36,7.8,Martin Scorsese,Brad Pitt,88
Movie 3387,Sci-Fi,2023,73,425,8.7,Christopher Nolan,Tom Hanks,156
Movie 3388,Documentary,2017,160,250,9.2,James Cameron,Christian Bale,79
Movie 3389,Comedy,1988,42,675,5.8,Steven Spielberg,Meryl Streep,79
Movie 3390,Romance,2017,208,716,7.1,Martin Scorsese,Denzel Washington,132
Movie 3391,Horror,2014,101,688,5.3,Christopher Nolan,Brad Pitt,113
Movie 3392,Sci-Fi,2012,237,662,8.7,Steven Spielberg,Meryl Streep,168
Movie 3393,Drama,2001,275,837,7.0,Martin Scorsese,Tom Hanks,160
Movie 3394,Horror,2006,235,716,7.3,Greta Gerwig,Brad Pitt,92
Movie 3395,Drama,1989,298,32,7.3,Sofia Coppola,Leonardo DiCaprio,150
Movie 3396,Romance,1994,33,886,8.3,Wes Anderson,Christian Bale,169
Movie 3397,Thriller,1993,162,39,6.6,Quentin Tarantino,Denzel Washington,164
Movie 3398,Thriller,1980,149,365,5.1,Greta Gerwig,Leonardo DiCaprio,145
Movie 3399,Horror,2023,267,899,9.4,Sofia Coppola,Meryl Streep,124
Movie 3400,Comedy,2019,129,891,8.8,Sofia Coppola,Meryl Streep,97
Movie 3401,Comedy,2013,18,149,8.1,Steven Spielberg,Natalie Portman,170
Movie 3402,Sci-Fi,1987,252,795,9.0,Sofia Coppola,Christian Bale,160
Movie 3403,Romance,1991,232,816,4.4,Martin Scorsese,Emma Stone,115
Movie 3404,Action,2003,278,77,4.6,Jordan Peele,Denzel Washington,160
Movie 3405,Drama,1985,177,339,4.6,Wes Anderson,Robert Downey Jr.,178
Movie 3406,Horror,1991,133,461,5.8,Jordan Peele,Tom Hanks,79
Movie 3407,Comedy,1988,133,450,6.1,Jordan Peele,Robert Downey Jr.,127
Movie 3408,Documentary,1998,205,211,8.1,Sofia Coppola,Scarlett Johansson,104
Movie 3409,Documentary,2018,42,334,9.1,Martin Scorsese,Emma Stone,170
Movie 3410,Comedy,2010,71,411,8.6,Denis Villeneuve,Denzel Washington,119
Movie 3411,Action,1987,185,764,5.2,Greta Gerwig,Emma Stone,178
Movie 3412,Romance,2005,123,117,5.5,Greta Gerwig,Denzel Washington,142
Movie 3413,Action,1996,267,245,9.0,Quentin Tarantino,Natalie Portman,127
Movie 3414,Sci-Fi,2000,131,204,8.0,Steven Spielberg,Tom Hanks,120
Movie 3415,Horror,2015,36,510,7.2,Martin Scorsese,Scarlett Johansson,168
Movie 3416,Sci-Fi,1980,220,356,8.6,Steven Spielberg,Scarlett Johansson,149
Movie 3417,Documentary,2017,51,36,8.4,Greta Gerwig,Scarlett Johansson,117
Movie 3418,Documentary,1992,293,384,6.2,Wes Anderson,Christian Bale,95
Movie 3419,Animation,2007,292,612,7.5,Denis Villeneuve,Leonardo DiCaprio,77
Movie 3420,Horror,1980,96,781,3.5,Wes Anderson,Christian Bale,172
Movie 3421,Drama,1997,232,548,3.9,Jordan Peele,Meryl Streep,166
Movie 3422,Drama,2012,43,989,7.4,Martin Scorsese,Christian Bale,143
Movie 3423,Animation,1997,20,880,5.7,Martin Scorsese,Leonardo DiCaprio,102
Movie 3424,Sci-Fi,1980,46,10,7.0,Denis Villeneuve,Meryl Streep,123
Movie 3425,Comedy,1983,145,957,5.8,Jordan Peele,Emma Stone,171
Movie 3426,Documentary,1999,169,141,8.5,Christopher Nolan,Robert Downey Jr.,92
Movie 3427,Thriller,2005,200,37,8.2,Steven Spielberg,Brad Pitt,138
Movie 3428,Documentary,1988,87,261,5.3,Denis Villeneuve,Scarlett Johansson,144
Movie 3429,Sci-Fi,2007,287,507,8.4,Denis Villeneuve,Christian Bale,82
Movie 3430,Thriller,2009,252,845,4.7,Greta Gerwig,Scarlett Johansson,84
Movie 3431,Horror,2002,186,147,8.0,James Cameron,Scarlett Johansson,106
Movie 3432,Comedy,2002,262,84,8.6,Greta Gerwig,Emma Stone,176
Movie 3433,Documentary,1987,253,693,9.1,Greta Gerwig,Denzel Washington,107
Movie 3434,Documentary,1989,265,821,8.7,Wes Anderson,Christian Bale,160
Movie 3435,Horror,1984,125,327,6.9,Martin Scorsese,Emma Stone,142
Movie 3436,Documentary,2022,213,983,8.2,Christopher Nolan,Christian Bale,131
Movie 3437,Action,1991,17,359,3.6,Jordan Peele,Scarlett Johansson,94
Movie 3438,Action,1995,225,645,8.9,Wes Anderson,Brad Pitt,85
Movie 3439,Comedy,1982,115,652,9.5,James Cameron,Meryl Streep,84
Movie 3440,Action,2003,5,114,8.6,James Cameron,Scarlett Johansson,95
Movie 3441,Horror,2015,70,578,4.9,Denis Villeneuve,Denzel Washington,131
Movie 3442,Horror,2009,63,922,7.4,Martin Scorsese,Leonardo DiCaprio,94
Movie 3443,Comedy,1993,282,760,7.0,Christopher Nolan,Meryl Streep,158
Movie 3444,Action,1996,217,949,7.7,Quentin Tarantino,Brad Pitt,177
Movie 3445,Sci-Fi,1996,11,909,5.9,Steven Spielberg,Denzel Washington,83
Movie 3446,Documentary,1992,113,754,8.9,James Cameron,Meryl Streep,111
Movie 3447,Comedy,2007,164,241,6.1,Christopher Nolan,Natalie Portman,127
Movie 3448,Action,2015,238,659,3.9,Wes Anderson,Denzel Washington,101
Movie 3449,Comedy,1997,255,965,7.1,Greta Gerwig,Denzel Washington,100
Movie 3450,Animation,2017,144,537,9.0,James Cameron,Robert Downey Jr.,178
Movie 3451,Action,2012,79,353,5.4,Quentin Tarantino,Brad Pitt,163
Movie 3452,Sci-Fi,1994,289,295,7.4,Christopher Nolan,Tom Hanks,83
Movie 3453,Thriller,2018,161,769,9.2,Martin Scorsese,Christian Bale,147
Movie 3454,Romance,2001,172,27,7.4,Greta Gerwig,Brad Pitt,139
Movie 3455,Action,1990,41,759,8.8,Christopher Nolan,Brad Pitt,99
Movie 3456,Horror,1990,98,186,5.6,Wes Anderson,Natalie Portman,103
Movie 3457,Comedy,2021,260,644,7.7,Quentin Tarantino,Brad Pitt,170
Movie 3458,Romance,2001,91,148,7.7,Wes Anderson,Natalie Portman,125
Movie 3459,Sci-Fi,2014,16,235,4.4,Denis Villeneuve,Tom Hanks,118
Movie 3460,Romance,2010,255,765,6.2,Denis Villeneuve,Robert Downey Jr.,131
Movie 3461,Animation,1997,34,870,7.6,Steven Spielberg,Tom Hanks,154
Movie 3462,Action,2002,163,601,5.3,Wes Anderson,Meryl Streep,118
Movie 3463,Animation,2022,296,304,4.7,Sofia Coppola,Emma Stone,176
Movie 3464,Horror,2006,78,429,8.6,Denis Villeneuve,Scarlett Johansson,76
Movie 3465,Sci-Fi,2019,31,534,3.8,Greta Gerwig,Christian Bale,124
Movie 3466,Sci-Fi,1991,90,106,4.8,Steven Spielberg,Emma Stone,148
Movie 3467,Drama,2020,28,534,7.0,Wes Anderson,Scarlett Johansson,84
Movie 3468,Documentary,2014,23,363,3.6,Christopher Nolan,Meryl Streep,100
Movie 3469,Comedy,2012,263,749,6.7,James Cameron,Robert Downey Jr.,96
Movie 3470,Sci-Fi,2010,56,200,6.5,Denis Villeneuve,Natalie Portman,159
Movie 3471,Drama,1988,119,67,4.6,Steven Spielberg,Robert Downey Jr.,160
Movie 3472,Horror,2015,223,921,6.6,Jordan Peele,Scarlett Johansson,163
Movie 3473,Romance,2009,163,447,9.0,Sofia Coppola,Tom Hanks,93
Movie 3474,Drama,1997,124,802,8.9,Denis Villeneuve,Emma Stone,150
Movie 3475,Drama,1983,294,88,7.4,Wes Anderson,Natalie Portman,147
Movie 3476,Comedy,2012,105,987,9.0,James Cameron,Robert Downey Jr.,128
